the_geom,name,OBJECTID,FOLIO,ID,ZIPCODE,PHONE,CONTACT,TOTACRE,POINT_X,POINT_Y,CLASS,TYPE,MNGTAGCY,MUNICIPAL_,PROPNUM,PARKURL,AMPHITHEAT,AUDITORIUM,ARCHERY,BASEBALL,BASKETBALL,BEACH,BMXTRACK,BOATRAMP,CAMPGROUND,RVCAMPGROU,DOGPARK,EQUESTRIAN,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,RAQUETBALL,REC_CENTER,ROLLERHOCK,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,GlobalID,created_user,created_date,last_edited_user,last_edited_date,FACILITYPLAN,ART,BIKETRAIL,CANOE_LAUNCH,FITNESSZONE,PLAYGROUND,RESTROOM,Location 1,ADDRESS,CITY,lat,lon,park_size
POINT (-80.2651026996963 25.6773246605631),Matheson Hammock Park,119,351080000010,129,33156,305-665-5475,NA,629,898205.001165,489087.00054,Metropolitan Park,Area-Wide,MiamiDadePark,County,510601,http://www.miamidade.gov/parks/matheson-hammock.asp,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,{7AAA2047-A8D3-490A-ADE9-C4A073C4ED73},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Matheson Hammock Park.pdf,No,No,No,No,No,No,"(25.67732, -80.2651)",9610 OLD CUTLER RD,CORAL GABLES,25.67732,-80.2651,Very Large Park
POINT (-80.28424271178957 25.932034724634303),North Glade Park,120,3021070034320,130,33055,305-621-2461,NA,4,891398.000343,581628.998857,Community Park,Local,MiamiDadePark,County,210701,http://www.miamidade.gov/parks/north-glade.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,{5DFE26C8-4D75-4C73-A6BA-E960CB6720AF},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/North Glade Park.pdf,No,No,No,No,No,No,"(25.93203, -80.28424)",17355 NW 52ND AVE,MIAMI,25.93203,-80.28424,Medium Park
POINT (-80.1804826791332 25.85644470692608),North Shorecrest Park,121,3032060280050,131,33138,305-633-4066,NA,0.5,925671.000038,554354.00026,Neighborhood Park,Local,MiamiDadePark,County,320602,http://www.miamidade.gov/parks/north-shorecrest.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{2F1A4B50-1ABB-4635-9DEC-411A5A0DBF5D},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/North Shorecrest Park.pdf,No,No,No,No,No,No,"(25.85644, -80.18048)",801 NE 88TH ST,MIAMI,25.85644,-80.18048,Small Park
POINT (-80.42134274154395 25.525864618988695),North South Trail,122,NA,132,33030,305-233-3150,NA,0,846984.999602,433782.00059,Greenway Park,Area-Wide,MiamiDadePark,County,790703,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{B5A1556A-1816-49C9-BAD1-066BAEC40299},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/North South Trail.pdf,No,No,No,No,No,No,"(25.52586, -80.42134)",US 1 FROM SW 312TH  ST TO SW 216TH ST,MIAMI,25.52586,-80.42134,Small Park
POINT (-80.40258274196869 25.776144682733968),North Trail Park,123,3039520000340,133,33182,305-207-2420,NA,15.3,852760.99986,524776.000359,Community Park,Local,MiamiDadePark,County,395201,http://www.miamidade.gov/parks/north-trail.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,{4B07DDC6-743C-48F5-B1C3-10D08CA7F431},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/North Trail Park.pdf,No,No,No,No,No,No,"(25.77614, -80.40258)",780 NW 127TH AVE,MIAMI,25.77614,-80.40258,Very Large Park
POINT (-80.23626269443648 25.835974701590178),Northwest Highlands Park,124,3031150360230,134,33147,305-694-4889,NA,0.8,907370.000551,546804.99994,Mini Park,Local,MiamiDadePark,County,311502,http://www.miamidade.gov/parks/northwest-highlands.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{F92D5BD7-F506-426D-9467-2F00D95FB816},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Northwest Highlands Park.pdf,No,No,No,No,No,No,"(25.83597, -80.23626)",2361 NW 67TH ST,MIAMI,25.83597,-80.23626,Small Park
POINT (-80.44419274994655 25.63226464576527),Oak Creek Park,125,3059210132230,135,33196,305-233-3045,NA,5.03,839288.00056,472422.000408,Neighborhood Park,Local,MiamiDadePark,County,592101,http://www.miamidade.gov/parks/oak-creek.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{2D1A59BD-24FD-4342-A6C9-56073F36269C},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Oak Creek Park.pdf,No,No,No,No,No,No,"(25.63226, -80.44419)",14421 SW 155TH AVE,MIAMI,25.63226,-80.44419,Large Park
POINT (-80.1858226820003 25.9197847239925),Oak Grove Park,126,3022180040010,136,33162,305-944-8670,NA,21.71,923772.000555,577363.999185,Community Park,Local,MiamiDadePark,County,221801,http://www.miamidade.gov/parks/oak-grove.asp,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,{38E6EDB0-66F2-49BD-AE2D-671C760F0855},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Oak Grove Park.pdf,No,No,No,No,No,No,"(25.91978, -80.18582)",690 NE 159TH ST,MIAMI,25.91978,-80.18582,Very Large Park
POINT (-80.23321269665458 25.95425473176789),Chittohatchee Park at Honey Hill,127,34113401100,137,33056,305-654-1169,NA,2.44,908122.50330999994,589799.87064,Single Purpose Park,Area-Wide,MiamiDadePark,County,210301,http://www.miamidade.gov/parks/chittohatchee.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{2B10E698-303C-4A66-A76F-FC3F4BDFCCA2},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Chittohatchee Park at Honey Hill.pdf,No,No,No,No,No,No,"(25.95425, -80.23321)",1880 NW 199 ST,Miami,25.95425,-80.23321,Medium Park
POINT (-80.44668274696348 25.46696460356662),Area 291,128,1079170010580,138,33033,305-248-1527,NA,10.36,838720.05878,412338.72261,Community Park,Area-Wide,MiamiDadePark,County,791701,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{D358287E-4F9E-4F07-8D1A-94F1B2497C65},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 291.pdf,No,No,No,No,No,No,"(25.46696, -80.44668)",SW 323RD ST/SW 157TH AVE,MIAMI,25.46696,-80.44668,Large Park
POINT (-80.29869271051432 25.73738467436137),Coral Villas Park,129,3040130067590,139,33155,786-315-2525,NA,0.37,887025.835203,510853.82938,Mini Park,Local,MiamiDadePark,County,401303,http://www.miamidade.gov/parks/coral-villas.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{EABA4D27-CB46-43FE-9D78-C700A60F1B30},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Coral Villas Park.pdf,No,No,No,No,No,No,"(25.73738, -80.29869)",6398 SW 35TH ST,MIAMI,25.73738,-80.29869,Small Park
POINT (-80.45596274988694 25.487134608107713),Seminole Wayside Addition,130,3079080050140,140,33033,305-233-3150,NA,4.32,835626.74213,419658.46814,Natural Area Preserve,Area-Wide,MiamiDadePark,County,790802,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{00B35167-7F20-4E39-820E-9329372DD85B},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Seminole Wayside Addition.pdf,No,No,No,No,No,No,"(25.48713, -80.45596)",SW 300 ST and US 1,MIAMI,25.48713,-80.45596,Medium Park
POINT (-80.35726272420675 25.60955464049818),Domino Park,131,3050320100010,141,33157,305-233-3150,NA,0.15,867970.31623,464296.59573,Single Purpose Park,Local,MiamiDadePark,County,503202,http://www.miamidade.gov/parks/domino.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{44A778BF-DC15-404B-A296-7834854F8DC9},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Domino Park.pdf,No,No,No,No,No,No,"(25.60955, -80.35726)",10202 SW 172ND ST,MIAMI,25.60955,-80.35726,Small Park
POINT (-80.23682269520144 25.850314704570646),West Little River Park,133,3031100000200,142,33147,305-694-5096,NA,0,907155.000325,552015.000342,Neighborhood Park,Local,MiamiDadePark,County,311001,http://www.miamidade.gov/parks/west-little-river.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{98262233-7146-4F22-A32B-191D9A155778},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/West Little River Park.pdf,No,No,No,No,No,No,"(25.85031, -80.23682)",2450 NW 84TH ST,MIAMI,25.85031,-80.23682,Small Park
POINT (-80.36020272597705 25.610654641607674),West Perrine Park,134,3050320430010,143,33157,305-235-2053,NA,8.38,867000.00025,464689.999796,Community Park,Local,MiamiDadePark,County,503204,http://www.miamidade.gov/parks/west-perrine.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,{D7D3F67B-F095-4D9E-95E8-BCE5C99962BF},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/West Perrine Park.pdf,No,No,No,No,No,No,"(25.61065, -80.3602)",17121 SW 104TH AVE,MIAMI,25.61065,-80.3602,Large Park
POINT (-80.35419272274012 25.602884639195658),West Perrine Senior Center,135,3050320300020,144,33157,305-255-2399,NA,0,868993.000205,461875.99952,Single Purpose Park,Local,MiamiDadePark,County,503208,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,{8D2641FD-F044-447B-A9FE-27FD0FB96056},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/West Perrine Senior Center.pdf,No,No,No,No,No,No,"(25.60288, -80.35419)",17801 HOMESTEAD AVE,MIAMI,25.60288,-80.35419,Small Park
POINT (-80.36263272900771 25.756554678365827),Westbrook Park,136,3040080000012,145,33174,786-315-5295,NA,2.45,865944.000398,517715.99939,Neighborhood Park,Local,MiamiDadePark,County,400801,http://www.miamidade.gov/parks/westbrook.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{1F20EA83-FAA6-4658-88D1-17E5A9D98603},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Westbrook Park.pdf,No,No,No,No,No,No,"(25.75655, -80.36263)",1325 SW 103RD PL,MIAMI,25.75655,-80.36263,Medium Park
POINT (-80.43886275071846 25.70385466410118),Westwind Lakes Park,137,3049280080780,146,33193,305-388-4771,NA,20.74,840934.000221,498449.00019,Community Park,Local,MiamiDadePark,County,492801,http://www.miamidade.gov/parks/westwind.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,{CC0256EA-514F-4F44-81A8-3C6E165D92DE},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:49 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Westwind Lakes Park.pdf,No,No,No,No,No,No,"(25.70385, -80.43886)",6805 SW 152ND AVE,MIAMI,25.70385,-80.43886,Very Large Park
POINT (-80.4465027524283 25.702604663242386),Westwind Lakes SP TX Dist TR A,138,3049280090880,147,33193,305-386-5239,NA,10.48,838421.000654,497981.99981,Neighborhood Park,Local,MiamiDadePark,County,492805,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{0D371EA6-9CEA-4162-91D8-BA9A544A0B99},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:49 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Westwind Lakes SP TX Dist TR A.pdf,No,No,No,No,No,No,"(25.7026, -80.4465)",6411 SW 157TH AVE,MIAMI,25.7026,-80.4465,Large Park
POINT (-80.43383274926938 25.706684663731608),Westwind Lakes SP TX Dist TR FP2,139,3049280251300,148,33193,305-386-5239,NA,2.95,842585.99987,499482.000094,Neighborhood Park,Local,MiamiDadePark,County,492804,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{8C863E7A-78F8-4F39-B22E-369BBF2EA846},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:49 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Westwind Lakes SP TX Dist TR FP2.pdf,No,No,No,No,No,No,"(25.70668, -80.43383)",6400 SW 148TH AVE,MIAMI,25.70668,-80.43383,Medium Park
POINT (-80.44139275061329 25.70941466430849),Westwind Lakes SP TX Dist TR G,140,3049280200660,149,33193,305-386-5239,NA,4.92,840093.999933,500465.0001,Neighborhood Park,Local,MiamiDadePark,County,492802,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{0A5E8853-685B-4AF9-A838-D6C8C7186681},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:49 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Westwind Lakes SP TX Dist TR G.pdf,No,No,No,No,No,No,"(25.70941, -80.44139)",6300 SW 152ND AVE,MIAMI,25.70941,-80.44139,Medium Park
POINT (-80.42386274588462 25.690854660100253),Kendale Lakes SP Tax Dist Lot 1,141,3049340010010,150,33183,305-386-5239,NA,0.38,845893.00015,493745.99975,Mini Park,Local,MiamiDadePark,County,493403,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{8D3CBBCD-951C-4E2D-83B3-3CD3AC6E7D27},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Kendale Lakes SP Tax Dist Lot 1.pdf,No,No,No,No,No,No,"(25.69085, -80.42386)",8211 SW 142ND AVE,MIAMI,25.69085,-80.42386,Small Park
POINT (-80.42264274569388 25.697344661661603),Kendale Lakes SP Tax Dist Lot 38,142,3049340030350,151,33183,305-386-5239,NA,0.38,846287.000342,496104.00062,Mini Park,Local,MiamiDadePark,County,493402,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{ED53F73D-B700-486E-97DA-23DA3967E997},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Kendale Lakes SP Tax Dist Lot 38.pdf,No,No,No,No,No,No,"(25.69734, -80.42264)",7421 SW 142ND AVE,MIAMI,25.69734,-80.42264,Small Park
POINT (-80.32433271640778 25.666794656632792),South Dade Trail Mini Park,143,3050100070600,152,33176,786-315-5252,NA,0.99,878715.22584,485155.6859,Mini Park,Local,MiamiDadePark,County,501001,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{1BB94F79-504F-4087-BD07-98E94D5BB87C},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/South Dade Trail Mini Park.pdf,No,No,No,No,No,No,"(25.66679, -80.32433)",7975 SW 112TH ST,MIAMI,25.66679,-80.32433,Small Park
POINT (-80.2105126871415 25.84212470279673),Area 222,144,3031110353320,153,33150,305-694-4889,NA,0.5,915825.000373,549087.999635,Mini Park,Local,MiamiDadePark,County,311105,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{81537063-518D-43FE-A0E1-6217E6B8F2A4},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 222.pdf,No,No,No,No,No,No,"(25.84212, -80.21051)",769 NW 73RD ST,MIAMI,25.84212,-80.21051,Small Park
POINT (-80.24568269800032 25.82773469901782),Area 225,145,3031160093290,154,33142,305-694-4889,NA,0.39,904287.99982,543789.999732,Mini Park,Local,MiamiDadePark,County,311610,http://www.miamidade.gov/parks/,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{C10BCEC1-C6F6-409A-A7C1-B15E978CAB24},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 225.pdf,No,No,No,No,No,No,"(25.82773, -80.24568)",3023 NW 58TH ST,MIAMI,25.82773,-80.24568,Small Park
POINT (-80.21225268791423 25.838924702175806),Area 226,146,131140190180,155,33150,305-694-4889,NA,0.5,915258.99954,547923,Mini Park,Local,MiamiDadePark,County,311420,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{5C896777-646E-4A71-8076-E739B0693ED1},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 226.pdf,No,No,No,No,No,No,"(25.83892, -80.21225)",875 NW 70TH ST,MIAMI,25.83892,-80.21225,Small Park
POINT (-80.22265269057098 25.829844700011527),Area 227,147,131140351200,156,33142,305-694-4889,NA,0.5,911859.0001,544601.000079,Mini Park,Local,MiamiDadePark,County,311421,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{02F863EE-79A2-436E-AC75-F0C3577B0C97},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 227.pdf,No,No,No,No,No,No,"(25.82984, -80.22265)",NW 59TH ST / NW 15TH AVE,MIAMI,25.82984,-80.22265,Small Park
POINT (-80.32637271585786 25.640564649166198),Area 259,149,3350220000480,158,33158,305-274-9666,NA,1.1,878093.00038,475617.99959,Maintenance Area,NA,MiamiDadePark,County,502201,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{3BD55FDD-2710-491F-B368-090A04FC2412},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 259.pdf,No,No,No,No,No,No,"(25.64056, -80.32637)",SW 139TH TER / SW 82ND AVE,PALMETTO BAY,25.64056,-80.32637,Small Park
POINT (-80.36338272704853 25.64640464962697),Area 312,150,3050170180290,159,33176,305-274-9666,NA,1.1,865889.00018,477681.00006,Greenway Park,Area-Wide,MiamiDadePark,County,501706,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{5D67D053-7DCE-46F7-B102-35D18489A248},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Area 312.pdf,No,No,No,No,No,No,"(25.6464, -80.36338)",10420 SW 132ND ST,MIAMI,25.6464,-80.36338,Small Park
POINT (-80.3556627222778 25.56241462954046),Lincoln City Park #1,151,3060170021320,160,33190,305-255-2399,NA,1,868582.000371,447167.00006,Mini Park,Local,MiamiDadePark,County,601701,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{8B338F55-FAE3-488B-97DE-821C21D97191},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Lincoln City Park #1.pdf,No,No,No,No,No,No,"(25.56241, -80.35566)",SW 220TH ST / 102ND AVE,MIAMI,25.56241,-80.35566,Small Park
POINT (-80.36649272600319 25.561044628808197),Lincoln Estates Park,152,3060180121250,161,33170,305-255-2399,NA,0.8,865014.00029,446650.99978,Mini Park,Local,MiamiDadePark,County,601801,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{80D89389-68E7-4AA1-B029-5E24D28F78B0},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Lincoln Estates Park.pdf,No,No,No,No,No,No,"(25.56104, -80.36649)",22210 SW 108TH AVE,MIAMI,25.56104,-80.36649,Small Park
POINT (-80.23956269695518 25.87074471027881),Little River Park,153,3021340000430,162,33147,305-696-7651,NA,9,906209.99959,559434.99961,Community Park,Local,MiamiDadePark,County,213401,http://www.miamidade.gov/parks/little-river.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,{8235FF57-0828-4713-9442-E7C33E43A231},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Little River Park.pdf,No,No,No,No,No,No,"(25.87074, -80.23956)",10525 NW 24TH AVE,MIAMI,25.87074,-80.23956,Large Park
POINT (-80.38397273140147 25.593384635936864),Losner Park,154,3069010030260,163,33177,305-255-2399,NA,0.57,859196.000114,458378.99962,Mini Park,Local,MiamiDadePark,County,690102,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{C29573EA-01FF-4E89-A9AA-021415D92D4C},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Losner Park.pdf,No,No,No,No,No,No,"(25.59338, -80.38397)",11851 SW 188TH ST,MIAMI,25.59338,-80.38397,Small Park
POINT (-80.42735274657751 25.692514661057817),Kendale Lakes Park,155,3049340070760,164,33183,305-385-4750,NA,15.69,844742.00015,494342.000531,Community Park,Local,MiamiDadePark,County,493401,http://www.miamidade.gov/parks/kendale-lakes.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,{9C242198-843C-4EC9-A574-53A8EE218796},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Kendale Lakes Park.pdf,No,No,No,No,No,No,"(25.69251, -80.42735)",7850 SW 142ND AVE,MIAMI,25.69251,-80.42735,Very Large Park
POINT (-80.37308272829993 25.586604634941985),Southridge Park,156,3060060030252,165,33157,305-243-4549,NA,16.1,862796.00046,455932.000252,District Park,Local,MiamiDadePark,County,600603,http://www.miamidade.gov/parks/southridge.asp,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,{A21A6F72-8FCB-44EB-8210-C1A663AF6BDF},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Southridge Park.pdf,No,No,No,No,No,No,"(25.5866, -80.37308)",19355 SW 114TH AVE,MIAMI,25.5866,-80.37308,Very Large Park
